(find c/textseg_sizes | xargs cat),   (find c/instruction_counts | xargs cat)
file22373,678275962
file20629,23814405854
file22374,882784382
file22376,759234819
file21461,7067689000
file22375,1170669806
file21755,3484592347
file22366,1580616866
file21507,6141621099
file21733,8113597911
file22363,1911441659
file22379,749149368
file22393,664302030
file22378,818701001
file22335,3599350031
file22387,783496661
file22391,697677092
file22388,907256029
file22381,899807483
file22397,700264614
file22383,829011429
file22392,727939485
file22382,861595103
file22386,1059096650
file22338,4314770332
file22394,829511154
file21756,8127971971
file22377,1408503878
file22396,938640446
file22395,858607637
file22390,1089213011
file22399,1003251968
file22398,819358319
file20203,36490951062
file22384,1482083175
file22385,2013715940
file22400,1396294916
file22380,3394327580
file21703,16754840198
file23535,698354854
file23523,674591037
file23534,781990042
file23526,694062592
file23522,682729267
file23529,806748305
file23521,757000510
file23527,752949494
file23537,677737571
file23531,888717811
file23538,849203876
file23540,830979205
file23541,740514087
file23530,966305881
file23542,750997463
file23543,706875019
file23547,679087887
file23546,766333699
file23550,677708374
file23551,845632620
file23553,711621268
file23556,821807081
file23557,683310667
file23532,1079156517
file23544,951816200
file23539,1234725281
file23545,1429374005
file23552,1157015768
file23558,991307685
file23560,944365293
file23559,938835402
file23561,941024668
file23562,1039091745
file23565,785521364
file23564,913529626
file23566,694654562
file21750,25573277072
file23567,690288168
file23570,805949945
file23573,707631815
file23563,1430330913
file23576,669275010
file23568,1146251949
file23579,751972700
file23847,746108328
file23575,1424334392
file23844,702266805
file23571,1051409554
file21597,26054317120
file23582,947708095
file23574,945286661
file23536,1878383242
file23843,699239472
file23776,700446123
file23569,1296463137
file23848,881303043
file23849,723343672
file23577,853736330
file23852,663615668
file23762,736904241
file23764,733478626
file23863,781440665
file23865,783696955
file23861,673200357
file23767,677053421
file23766,727024015
file23580,758497357
file23761,822243095
file23583,915444927
file23578,1171637507
file23770,799561526
file23879,673658477
file23771,694194205
file23772,796398216
file23765,765394387
file23773,712085032
file23533,2113127073
file23572,2201140533
file23584,1324365865
file23774,683719058
file23525,2974779478
file23780,906688378
file23853,770976063
file23784,664031543
file23777,861066770
file23854,734605792
file23555,2179425067
file23785,720257863
file23842,978188468
file23787,696736969
file23788,731241003
file23857,875126841
file23782,814281895
file23789,768121880
file23792,708109896
file23869,771635955
file23793,705307434
file23794,692173672
file23866,785107775
file23855,825307840
file23856,1018570887
file23860,825134126
file23781,1093255545
file23763,1105456807
file23795,747001765
file23768,1323094718
file23859,1102756654
file23778,1152615924
file23786,1070976040
file23862,994956123
file23796,975400057
file23867,801365096
file23868,1107746194
file23798,693692604
file23790,959579255
file23841,1393438564
file23858,1047748713
file23870,742710375
file23871,839193966
file23799,665232547
file23850,1415574736
file23800,690600337
file23873,1093348763
file23554,2446455733
file23864,1029427410
file23802,826453182
file23875,787634534
file23803,678357501
file23804,810933020
file23874,986681455
file23779,1199827795
file23876,1249920573
file23878,691488250
file23805,752841713
file23791,1526861709
file23877,689795805
file23882,823102640
file23807,722927524
file23809,728490058
file23880,829549399
file23806,1332680827
file23808,664059544
file23884,1151482586
file23885,1139947762
file23810,705473959
file23812,798890023
file23811,830923327
file23816,744663358
file23888,941333599
file23889,693144918
file23813,687494094
file23890,751813038
file23886,675651554
file23887,736131244
file23801,1218102311
file23819,676309581
file23815,741925037
file23820,753233077
file23822,1453136204
file23817,767947738
file23892,773994430
file23891,685693210
file23821,678827744
file23824,675430385
file23823,756282815
file23814,1397636558
file23897,760831081
file23581,2283879743
file23893,886039939
file23894,1223691797
file23895,849374576
file23900,948544730
file23898,751115036
file23899,689180702
file23797,1980607213
file23590,685503243
file23904,741546657
file23901,678048726
file23902,707252677
file23903,720394564
file23906,685894837
file23589,787401478
file23596,695624757
file23528,3303948442
file23586,984006536
file23548,4128301163
file23524,3258873205
file23592,684633245
file23593,775643224
file23594,943886956
file23587,1367876167
file23588,1328129220
file23599,725169854
file23597,832402757
file24187,660375258
file23818,1994395511
file24175,729404564
file23598,781033243
file23769,3456928843
file24165,724274499
file23595,1655679698
file23600,1262615976
file23846,2905158867
file24167,691476366
file24176,846728840
file24181,741121134
file23881,2670128106
file23783,2695080723
file23591,2714734009
file24173,728223117
file24172,672743395
file23830,737553295
file24166,805980434
file24164,718544724
file23829,797355125
file24163,691479175
file24161,983348878
file23585,4512761421
file23831,724845502
file24171,868535397
file23834,1027313784
file24178,858067019
file23836,838663207
file23826,884474609
file23840,702175576
file23839,666415730
file24185,694457805
file24180,734647640
file24168,1186961151
file24182,731586184
file24186,763102012
file24188,857452079
file23838,692429288
file23833,1371194332
file24183,1426336470
file24189,833629065
file23828,928868137
file24195,715039481
file24190,839560894
file24199,706445836
file24192,820137407
file24194,770798130
file24196,866586682
file24200,688917843
file23835,1273066134
file24179,1107298964
file24201,1153202138
file23911,860324847
file24193,1280283000
file24177,1406720145
file23908,685697269
file23917,719565029
file24203,1020698257
file24204,876152505
file23913,888002996
file24198,1583431382
file23825,2272229380
file24205,716715718
file23549,8537074030
file24209,688779400
file24206,769624416
file24208,757940732
file24207,771065612
file24210,794062897
file23912,967749165
file24162,1840267232
file24212,869161962
file24215,991290715
file23916,1011460119
file23851,4028955302
file23910,989422621
file24211,1122288795
file24213,1284804123
file24214,707395115
file24219,670049847
file24218,884439159
file24221,676736958
file24217,695566214
file24216,679170090
file24222,771190387
file24220,699849055
file24223,690943178
file24224,730779220
file23909,1575424748
file24169,2252025990
file24174,2461242783
file23918,1016970507
file23827,3320581716
file24202,2043207177
file24170,2556790391
file23919,885907952
file23920,1511491441
file23832,3756841645
file23775,6606107994
file23915,1735565609
file23837,4179468587
file23914,2616042122
file23907,3851675805
file23845,8364410823
file23883,6225488739
file24229,718554610
file24233,904268702
file23872,6763956859
file16048,127684118727
file24231,692404684
file24227,676273545
file24240,1068994330
file24234,1210244843
file24184,3863956937
file24238,694327819
file24226,868924486
file24197,3283666123
file24228,861736697
file24235,950127269
file24237,876293846
file24230,945111161
file24225,1134353022
file24232,1254556616
file24236,1261343720
file24191,4436464119
file24239,1626701231
file24974,679532639
file24962,907937956
file24982,674605228
file24968,744289878
file24963,801610642
file22361,35743567609
file24965,755566789
file24970,700806011
file24979,748444552
file24976,742453803
file24967,776382319
file24972,776116670
file24971,912913918
file24983,890091300
file24981,771128535
file24964,1120254821
file23905,10259329930
file24973,1014235085
file24961,1253977873
file24984,754292244
file24985,749532378
file24989,675771386
file24978,911558536
file24986,666531060
file24991,901032609
file24977,1047663032
file24993,663020488
file24994,713755855
file24998,764133243
file24999,683797868
file23896,14851199836
file24969,1571859084
file25008,758415753
file24988,1282909355
file25001,773133515
file24980,1680221518
file24997,818189957
file24990,1023469269
file24995,1116142917
file25000,710726198
file24881,708781437
file25006,753519446
file25009,836531442
file24883,764261245
file24992,1225616117
file24888,705989493
file24890,722443344
file25002,1073573105
file25005,802112423
file24882,766066241
file25004,948826119
file25003,1464775343
file24891,681318387
file24885,718887013
file24889,694237299
file25007,1129071733
file24966,2180768691
file24896,752061336
file24987,2089063724
file24892,741552462
file24897,672575490
file24903,659599723
file24904,826476515
file24893,820233321
file24905,740418506
file24886,1110513413
file24975,3005577330
file24900,1044033533
file24884,1092044720
file25012,780518581
file25014,727627645
file25010,803514507
file24909,678193487
file24911,981201883
file25017,752150870
file25015,730553539
file24907,866494251
file24901,1301399651
file24898,1147148856
file24902,1110535659
file25016,898563856
file24908,685821368
file24910,762601881
file24918,690736578
file25021,710033073
file24914,735544847
file25013,1158841325
file24912,1169503343
file25019,902631172
file25020,724656500
file24894,1575732856
file25028,699403752
file24913,776709558
file24915,1117324418
file25018,904473468
file25027,658856655
file25022,808122808
file25031,686270707
file25030,774109559
file25029,720462612
file24895,1657738356
file24919,783166377
file24924,768277537
file24923,762580930
file25026,1277467395
file25024,1214326285
file25036,697406035
file25039,709963837
file24922,937834501
file24925,828479239
file25025,1459147087
file25034,708730384
file25023,1468714762
file25037,1431713670
file25038,683796474
file25033,1619759335
file24927,935594931
file24928,884251435
file24926,781898428
file24906,1784077233
file24930,904079140
file25032,2178940878
file25040,1408219208
file24921,1111397226
file24934,691429117
file24933,733993685
file24939,735454180
file25617,686339952
file24935,706116553
file24940,788733537
file24929,1165241438
file25601,677961057
file24931,694334810
file25603,723144252
file24920,2403674281
file24996,9259851274
file24944,753895632
file24945,756670342
file25623,846250699
file25604,757106434
file24899,3000698213
file24947,673373098
file25610,695085005
file25605,946694889
file25621,855752991
file24936,1070987926
file25609,756713811
file24916,2531484339
file25625,944442194
file24946,945618580
file24951,680219990
file24943,1256651729
file24937,1515711608
file25608,964458758
file25525,711425415
file25035,6370707998
file25612,1127604548
file25532,675156458
file24949,744104834
file24952,797464378
file25606,1370167447
file25611,1073603846
file25613,1061300991
file25539,715533787
file25615,916444286
file25619,1052364206
file25620,925510079
file25538,719118491
file24957,727935194
file24932,2235303817
file24958,654506602
file25618,1090294524
file25545,738839184
